Customer ID;Count;Quarter;Referred a Friend;Number of Referrals;Tenure in Months;Offer;Phone Service;Avg Monthly Long Distance Charges;Multiple Lines;Internet Service;Internet Type;Avg Monthly GB Download;Online Security;Online Backup;Device Protection Plan;Premium Tech Support;Streaming TV;Streaming Movies;Streaming Music;Unlimited Data;Contract;Paperless Billing;Payment Method;Monthly Charge;Total Charges;Total Refunds;Total Extra Data Charges;Total Long Distance Charges;Total Revenue
6661-HBGWL;1;Q3;No;0;42;None;Yes;£16,22;Yes;Yes;Fiber Optic;12;No;Yes;Yes;No;Yes;Yes;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£104,75;£4.323,45;£0,00;£0,00;£681,24;£5.004,69
3621-CEOVK;1;Q3;Yes;1;14;None;Yes;£47,01;Yes;Yes;Fiber Optic;19;No;Yes;No;No;Yes;Yes;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£100,20;£1.369,80;£0,00;£0,00;£658,14;£2.027,94
0685-MLYYM;1;Q3;No;0;2;Offer E;Yes;£9,86;No;Yes;Fiber Optic;21;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;£70,75;£154,85;£0,00;£0,00;£19,72;£174,57
7957-RYHQD;1;Q3;No;0;40;Offer B;Yes;£44,86;No;Yes;Fiber Optic;4;Yes;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;£79,20;£3.233,85;£0,00;£0,00;£1.794,40;£5.028,25
3990-QYKBE;1;Q3;Yes;3;37;None;Yes;£49,37;Yes;Yes;Fiber Optic;4;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;£92,50;£3.473,40;£0,00;£0,00;£1.826,69;£5.300,09
6664-FPDAC;1;Q3;No;0;56;Offer B;Yes;£19,46;Yes;Yes;Fiber Optic;28;No;Yes;Yes;Yes;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£111,95;£6.418,90;£0,00;£0,00;£1.089,76;£7.508,66
3841-NFECX;1;Q3;Yes;3;71;None;Yes;£47,02;Yes;Yes;Fiber Optic;12;Yes;Yes;Yes;Yes;No;No;No;Yes;Two Year;Yes;Credit Card;£96,35;£6.766,95;£0,00;£0,00;£3.338,42;£10.105,37
5386-THSLQ;1;Q3;No;0;66;Offer A;No;£0,00;No;Yes;Cable;9;No;Yes;Yes;No;Yes;No;No;Yes;One Year;No;Bank Withdrawal;£45,55;£3.027,25;£0,00;£0,00;£0,00;£3.027,25
1131-QQZEB;1;Q3;Yes;7;71;Offer A;Yes;£30,72;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£23,95;£1.756,20;£0,00;£0,00;£2.181,12;£3.937,32
9058-HRZSV;1;Q3;Yes;2;65;None;Yes;£38,32;No;Yes;Fiber Optic;25;Yes;Yes;Yes;No;No;Yes;Yes;Yes;One Year;No;Bank Withdrawal;£94,40;£6.126,15;£0,00;£0,00;£2.490,80;£8.616,95
4522-AKYLR;1;Q3;No;0;13;None;Yes;£10,51;No;Yes;DSL;20;No;Yes;Yes;No;No;No;No;Yes;One Year;Yes;Bank Withdrawal;£54,80;£731,30;£0,00;£0,00;£136,63;£867,93
3179-GBRWV;1;Q3;Yes;5;21;None;Yes;£42,95;No;Yes;DSL;30;Yes;Yes;No;No;No;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£64,95;£1.339,80;£0,00;£0,00;£901,95;£2.241,75
4847-TAJYI;1;Q3;No;0;6;Offer E;Yes;£8,06;No;Yes;Fiber Optic;19;No;No;No;No;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£89,35;£567,80;£0,00;£0,00;£48,36;£616,16
6851-WEFYX;1;Q3;Yes;4;35;None;Yes;£2,12;Yes;Yes;Fiber Optic;3;No;No;Yes;No;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£100,80;£3.437,50;£0,00;£0,00;£74,20;£3.511,70
5697-GOMBF;1;Q3;Yes;3;28;None;No;£0,00;No;Yes;DSL;58;No;No;No;No;Yes;No;No;No;One Year;Yes;Bank Withdrawal;£35,90;£973,65;£0,00;£40,00;£0,00;£1.013,65
4115-NZRKS;1;Q3;No;0;7;None;Yes;£16,36;No;Yes;Fiber Optic;28;No;No;No;No;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£89,15;£574,35;£0,00;£0,00;£114,52;£688,87
8204-YJCLA;1;Q3;Yes;1;72;Offer A;No;£0,00;No;Yes;DSL;24;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£64,80;£4.732,35;£0,00;£0,00;£0,00;£4.732,35
3951-NJCVI;1;Q3;Yes;10;42;None;Yes;£42,29;Yes;Yes;Fiber Optic;10;No;No;No;No;Yes;Yes;No;No;One Year;Yes;Bank Withdrawal;£95,05;£3.944,50;£0,00;£100,00;£1.776,18;£5.820,68
2519-ERQOJ;1;Q3;No;0;33;Offer C;No;£0,00;No;Yes;Cable;11;No;No;Yes;Yes;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£54,60;£1.803,70;£0,00;£0,00;£0,00;£1.803,70
1480-BKXGA;1;Q3;Yes;5;72;Offer A;Yes;£21,37;Yes;Yes;Fiber Optic;13;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Two Year;Yes;Bank Withdrawal;£116,05;£8.404,90;£0,00;£120,00;£1.538,64;£10.063,54
5756-OZRIO;1;Q3;Yes;9;61;None;Yes;£34,24;Yes;Yes;DSL;20;No;Yes;No;No;No;Yes;Yes;Yes;One Year;No;Bank Withdrawal;£64,05;£3.902,60;£0,00;£0,00;£2.088,64;£5.991,24
6705-LXORM;1;Q3;Yes;1;5;Offer E;Yes;£5,42;No;Yes;Fiber Optic;23;No;No;No;No;No;No;No;Yes;One Year;No;Bank Withdrawal;£70,05;£302,60;£0,00;£0,00;£27,10;£329,70
4676-MQUEA;1;Q3;Yes;9;50;None;Yes;£14,49;Yes;Yes;Fiber Optic;17;Yes;Yes;Yes;No;Yes;No;No;Yes;One Year;Yes;Bank Withdrawal;£101,90;£5.265,50;£0,00;£0,00;£724,50;£5.990,00
6522-YRBXD;1;Q3;Yes;3;35;Offer C;Yes;£20,44;Yes;Yes;Fiber Optic;18;Yes;Yes;No;No;No;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£94,55;£3.365,40;£0,00;£0,00;£715,40;£4.080,80
6689-VRRTK;1;Q3;No;0;44;None;Yes;£49,75;Yes;Yes;Fiber Optic;2;Yes;Yes;Yes;No;Yes;Yes;No;Yes;One Year;Yes;Credit Card;£109,80;£4.860,35;£0,00;£0,00;£2.189,00;£7.049,35
2469-DTSGX;1;Q3;No;0;72;Offer A;Yes;£44,81;Yes;Yes;Fiber Optic;14;No;Yes;Yes;Yes;Yes;Yes;No;Yes;Two Year;No;Bank Withdrawal;£111,65;£7.943,45;£0,00;£0,00;£3.226,32;£11.169,77
7251-LJBQN;1;Q3;No;0;40;None;Yes;£28,54;Yes;Yes;Fiber Optic;24;No;No;Yes;Yes;Yes;Yes;No;Yes;One Year;Yes;Credit Card;£103,75;£4.188,40;£0,00;£0,00;£1.141,60;£5.330,00
6952-OMNWB;1;Q3;Yes;7;68;Offer A;Yes;£34,31;Yes;Yes;Fiber Optic;15;No;No;Yes;No;No;No;No;Yes;One Year;Yes;Credit Card;£80,35;£5.589,30;£0,00;£0,00;£2.333,08;£7.922,38
6549-YMFAW;1;Q3;Yes;1;9;None;Yes;£1,66;No;No;None;0;No;No;No;No;No;No;No;No;One Year;Yes;Credit Card;£21,25;£204,55;£0,00;£0,00;£14,94;£219,49
7503-MIOGA;1;Q3;No;0;72;Offer A;Yes;£48,51;Yes;Yes;Cable;17;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£89,85;£6.697,35;£0,00;£0,00;£3.492,72;£10.190,07
3966-HRMZA;1;Q3;No;0;3;Offer E;Yes;£41,44;No;Yes;Fiber Optic;13;No;No;Yes;No;No;No;No;No;One Year;No;Credit Card;£75,05;£202,90;£5,49;£10,00;£124,32;£331,73
5671-RQRLP;1;Q3;Yes;4;70;Offer A;Yes;£16,87;Yes;Yes;Fiber Optic;3;No;No;No;No;No;No;No;Yes;Two Year;Yes;Credit Card;£75,65;£5.411,40;£25,67;£0,00;£1.180,90;£6.566,63
4785-NKHCX;1;Q3;No;0;5;Offer E;Yes;£30,14;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;£20,05;£94,15;£0,00;£0,00;£150,70;£244,85
3523-BRGUW;1;Q3;No;0;26;Offer C;Yes;£29,88;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;£19,30;£504,20;£9,49;£0,00;£776,88;£1.271,59
9489-UTFKA;1;Q3;Yes;9;8;Offer E;Yes;£22,40;No;Yes;DSL;23;Yes;No;No;No;Yes;No;No;Yes;One Year;No;Bank Withdrawal;£60,90;£551,95;£16,58;£0,00;£179,20;£714,57
4849-PYRLQ;1;Q3;No;0;56;None;Yes;£37,30;Yes;Yes;DSL;8;Yes;No;Yes;Yes;No;Yes;No;Yes;Two Year;No;Bank Withdrawal;£73,25;£4.054,20;£17,16;£0,00;£2.088,80;£6.125,84
8242-SOQUO;1;Q3;No;0;5;Offer E;Yes;£14,22;No;Yes;Fiber Optic;4;No;Yes;No;No;Yes;No;No;Yes;One Year;Yes;Bank Withdrawal;£84,70;£392,50;£41,20;£0,00;£71,10;£422,40
7868-TMWMZ;1;Q3;Yes;2;60;None;Yes;£24,62;No;Yes;Fiber Optic;30;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£110,00;£6.668,35;£0,00;£0,00;£1.477,20;£8.145,55
4829-ZLJTK;1;Q3;Yes;5;72;Offer A;Yes;£15,23;Yes;Yes;Fiber Optic;2;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£112,40;£8.046,85;£0,00;£0,00;£1.096,56;£9.143,41
9845-PEEKO;1;Q3;No;0;59;None;Yes;£6,13;Yes;Yes;Fiber Optic;2;No;Yes;No;No;No;No;No;Yes;Two Year;Yes;Credit Card;£79,20;£4.590,35;£0,00;£0,00;£361,67;£4.952,02
1751-NCDLI;1;Q3;Yes;6;46;None;Yes;£4,20;Yes;Yes;Fiber Optic;22;No;No;Yes;No;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£98,85;£4.564,90;£0,00;£0,00;£193,20;£4.758,10
4782-OSFXZ;1;Q3;Yes;1;71;Offer A;Yes;£37,53;Yes;Yes;DSL;24;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£82,70;£5.831,20;£0,00;£0,00;£2.664,63;£8.495,83
5461-QKNTN;1;Q3;Yes;1;43;None;Yes;£4,59;Yes;Yes;Fiber Optic;5;No;Yes;No;Yes;Yes;No;No;Yes;One Year;Yes;Bank Withdrawal;£94,30;£3.953,15;£0,00;£0,00;£197,37;£4.150,52
8089-UZWLX;1;Q3;No;0;71;Offer A;Yes;£47,86;Yes;Yes;Fiber Optic;16;No;No;Yes;No;Yes;Yes;No;Yes;Two Year;No;Bank Withdrawal;£104,05;£7.413,55;£0,00;£0,00;£3.398,06;£10.811,61
4468-KAZHE;1;Q3;Yes;1;20;None;Yes;£8,98;No;Yes;DSL;16;No;Yes;No;No;No;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£60,00;£1.259,35;£0,00;£0,00;£179,60;£1.438,95
1251-STYSZ;1;Q3;No;0;4;None;Yes;£8,75;Yes;Yes;Fiber Optic;4;Yes;No;No;No;No;No;No;No;One Year;Yes;Bank Withdrawal;£80,25;£303,70;£0,00;£30,00;£35,00;£368,70
8016-ZMGMO;1;Q3;No;0;66;None;Yes;£44,01;Yes;Yes;Cable;17;No;Yes;Yes;No;Yes;No;No;Yes;One Year;Yes;Bank Withdrawal;£70,85;£4.738,85;£0,00;£0,00;£2.904,66;£7.643,51
2811-POVEX;1;Q3;Yes;4;23;None;Yes;£2,03;No;Yes;Fiber Optic;53;No;Yes;Yes;No;No;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£88,45;£2.130,55;£0,00;£0,00;£46,69;£2.177,24
7905-NJMXS;1;Q3;Yes;2;7;None;Yes;£3,19;Yes;Yes;Cable;26;Yes;Yes;No;Yes;No;No;No;Yes;Two Year;No;Bank Withdrawal;£64,20;£475,00;£0,00;£0,00;£22,33;£497,33
3223-DWFIO;1;Q3;No;0;4;None;Yes;£30,11;No;Yes;Fiber Optic;25;No;No;No;No;No;No;No;Yes;Two Year;No;Bank Withdrawal;£69,35;£261,65;£0,00;£0,00;£120,44;£382,09
3292-PBZEJ;1;Q3;No;0;11;None;Yes;£2,63;Yes;Yes;Fiber Optic;13;No;Yes;Yes;Yes;Yes;Yes;No;No;Two Year;Yes;Bank Withdrawal;£111,40;£1.183,05;£0,00;£40,00;£28,93;£1.251,98
7108-DGVUU;1;Q3;Yes;4;21;None;Yes;£30,30;Yes;Yes;DSL;18;No;Yes;Yes;No;No;Yes;No;No;One Year;No;Bank Withdrawal;£71,70;£1.497,05;£0,00;£100,00;£636,30;£2.233,35
9365-SRSZE;1;Q3;No;0;27;Offer C;Yes;£30,49;No;Yes;Fiber Optic;16;No;No;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£70,55;£1.943,90;£29,99;£0,00;£823,23;£2.737,14
3280-MRDOF;1;Q3;No;0;30;None;Yes;£19,92;Yes;Yes;DSL;30;No;No;Yes;Yes;Yes;No;No;Yes;Two Year;Yes;Credit Card;£69,10;£2.093,90;£21,08;£0,00;£597,60;£2.670,42
6407-UTSLV;1;Q3;No;0;2;None;Yes;£32,98;No;Yes;Fiber Optic;14;No;Yes;No;No;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;£83,80;£163,70;£0,00;£0,00;£65,96;£229,66
2057-BOYKM;1;Q3;Yes;10;72;None;Yes;£28,09;Yes;Yes;Fiber Optic;20;Yes;Yes;Yes;Yes;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£96,60;£6.827,50;£0,00;£0,00;£2.022,48;£8.849,98
2519-LBNQL;1;Q3;Yes;2;60;None;Yes;£22,95;Yes;Yes;Fiber Optic;15;No;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£104,35;£6.339,45;£41,23;£0,00;£1.377,00;£7.675,22
3402-XRIUO;1;Q3;Yes;5;22;Offer D;Yes;£17,22;Yes;Yes;DSL;25;Yes;Yes;No;Yes;No;No;No;Yes;Two Year;Yes;Credit Card;£63,55;£1.381,80;£0,00;£0,00;£378,84;£1.760,64
3219-JQRSL;1;Q3;Yes;1;72;None;Yes;£24,44;Yes;Yes;DSL;13;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Two Year;No;Credit Card;£89,10;£6.352,40;£0,00;£0,00;£1.759,68;£8.112,08
1845-CSBRZ;1;Q3;Yes;7;22;Offer D;Yes;£40,19;Yes;Yes;Fiber Optic;27;No;No;No;No;Yes;No;No;Yes;Two Year;No;Bank Withdrawal;£85,35;£1.961,60;£0,00;£0,00;£884,18;£2.845,78
9919-FZDED;1;Q3;Yes;1;72;None;Yes;£17,30;Yes;Yes;DSL;23;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Two Year;Yes;Credit Card;£84,10;£5.981,65;£0,00;£0,00;£1.245,60;£7.227,25
7206-PQBBZ;1;Q3;Yes;7;11;Offer D;Yes;£24,42;No;Yes;Fiber Optic;29;No;No;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£70,20;£834,70;£0,00;£0,00;£268,62;£1.103,32
2931-VUVJN;1;Q3;No;0;59;None;Yes;£19,14;Yes;Yes;Fiber Optic;13;Yes;Yes;Yes;Yes;No;No;No;No;One Year;Yes;Bank Withdrawal;£94,05;£5.483,90;£0,00;£30,00;£1.129,26;£6.643,16
3398-GCPMU;1;Q3;Yes;4;72;Offer A;Yes;£5,77;Yes;Yes;DSL;24;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Two Year;Yes;Credit Card;£89,55;£6.448,85;£0,00;£0,00;£415,44;£6.864,29
7322-OCWHC;1;Q3;Yes;10;72;Offer A;Yes;£1,34;Yes;Yes;Fiber Optic;30;Yes;Yes;Yes;Yes;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£93,05;£6.735,05;£0,00;£0,00;£96,48;£6.831,53
0093-EXYQL;1;Q3;No;0;40;None;Yes;£44,14;No;Yes;Fiber Optic;23;No;No;No;No;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£91,55;£3.673,60;£0,00;£0,00;£1.765,60;£5.439,20
0015-UOCOJ;1;Q3;No;0;7;Offer E;Yes;£10,53;No;Yes;DSL;21;Yes;No;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£48,20;£340,35;£0,00;£0,00;£73,71;£414,06
1465-LNTLJ;1;Q3;Yes;7;8;Offer E;Yes;£25,57;No;Yes;Cable;12;No;No;Yes;Yes;No;Yes;Yes;Yes;Two Year;Yes;Credit Card;£64,40;£581,70;£0,00;£0,00;£204,56;£786,26
7268-IGMFD;1;Q3;No;0;18;Offer D;Yes;£1,92;Yes;Yes;Fiber Optic;25;No;No;Yes;Yes;Yes;No;No;Yes;Two Year;No;Bank Withdrawal;£93,90;£1.743,90;£0,00;£0,00;£34,56;£1.778,46
2573-GYRUU;1;Q3;Yes;1;48;None;Yes;£25,19;Yes;Yes;Fiber Optic;22;No;No;Yes;No;No;Yes;Yes;Yes;Two Year;Yes;Credit Card;£91,05;£4.370,75;£0,00;£0,00;£1.209,12;£5.579,87
4083-BFNYK;1;Q3;Yes;1;38;None;Yes;£49,82;Yes;Yes;Fiber Optic;27;Yes;Yes;No;No;No;Yes;Yes;No;One Year;No;Credit Card;£95,00;£3.591,25;£0,00;£70,00;£1.893,16;£5.554,41
8406-LNMHF;1;Q3;Yes;10;59;None;Yes;£4,21;No;Yes;Fiber Optic;21;Yes;Yes;Yes;No;No;No;No;Yes;One Year;Yes;Credit Card;£82,95;£4.903,15;£0,00;£0,00;£248,39;£5.151,54
6360-SVNWV;1;Q3;No;0;31;None;Yes;£47,48;No;Yes;Fiber Optic;8;Yes;No;No;No;No;No;No;Yes;Two Year;Yes;Credit Card;£73,55;£2.094,65;£0,00;£0,00;£1.471,88;£3.566,53
7016-NVRIC;1;Q3;Yes;10;29;None;Yes;£32,03;No;Yes;Fiber Optic;16;Yes;No;Yes;No;No;Yes;Yes;Yes;One Year;No;Bank Withdrawal;£90,10;£2.656,70;£0,00;£0,00;£928,87;£3.585,57
8166-ORCHU;1;Q3;Yes;10;33;None;Yes;£44,54;No;Yes;Fiber Optic;18;Yes;Yes;No;Yes;No;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£93,55;£3.055,50;£0,00;£0,00;£1.469,82;£4.525,32
6963-EZQEE;1;Q3;Yes;4;70;None;Yes;£40,94;Yes;Yes;DSL;8;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Two Year;Yes;Credit Card;£88,55;£6.306,50;£0,00;£0,00;£2.865,80;£9.172,30
8059-UDZFY;1;Q3;No;0;33;Offer C;Yes;£12,75;Yes;Yes;Fiber Optic;19;No;Yes;Yes;No;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£105,35;£3.465,05;£0,00;£0,00;£420,75;£3.885,80
7924-GJZFI;1;Q3;Yes;7;25;None;Yes;£38,59;No;Yes;Fiber Optic;24;No;No;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£69,30;£1.813,10;£0,00;£0,00;£964,75;£2.777,85
3629-ZNKXA;1;Q3;No;0;17;None;Yes;£17,26;No;Yes;Fiber Optic;25;No;Yes;Yes;No;Yes;Yes;No;No;Two Year;Yes;Bank Withdrawal;£101,80;£1.752,45;£27,15;£90,00;£293,42;£2.108,72
2172-EJXVF;1;Q3;No;0;71;None;Yes;£25,61;Yes;Yes;Fiber Optic;23;No;Yes;Yes;No;Yes;Yes;Yes;No;One Year;Yes;Bank Withdrawal;£105,90;£7.521,95;£6,65;£100,00;£1.818,31;£9.433,61
4680-KUTAJ;1;Q3;No;0;11;None;Yes;£2,81;Yes;Yes;DSL;3;Yes;No;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£55,60;£580,80;£15,20;£0,00;£30,91;£596,51
4806-DXQCE;1;Q3;Yes;7;70;None;Yes;£35,39;Yes;Yes;Fiber Optic;25;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£113,65;£7.714,65;£24,36;£0,00;£2.477,30;£10.167,59
3756-VNWDH;1;Q3;Yes;6;65;None;Yes;£32,08;Yes;Yes;Fiber Optic;8;Yes;No;No;No;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£100,75;£6.674,65;£0,00;£0,00;£2.085,20;£8.759,85
5019-GQVCR;1;Q3;No;0;43;None;Yes;£8,81;Yes;Yes;Fiber Optic;7;No;No;No;No;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;£84,85;£3.645,60;£0,00;£0,00;£378,83;£4.024,43
2045-BMBTJ;1;Q3;No;0;33;None;No;£0,00;No;Yes;DSL;16;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£59,45;£1.884,65;£0,00;£0,00;£0,00;£1.884,65
1925-LFCZZ;1;Q3;No;0;55;None;No;£0,00;No;Yes;DSL;23;No;No;Yes;No;Yes;Yes;No;Yes;One Year;Yes;Bank Withdrawal;£50,05;£2.743,45;£0,00;£0,00;£0,00;£2.743,45
9544-PYPSJ;1;Q3;Yes;1;62;None;Yes;£45,76;Yes;Yes;Fiber Optic;12;No;Yes;Yes;No;No;Yes;No;No;Two Year;Yes;Credit Card;£96,10;£6.019,35;£0,00;£150,00;£2.837,12;£9.006,47
3878-AVSOQ;1;Q3;No;0;1;None;Yes;£17,60;No;Yes;Fiber Optic;2;No;No;No;No;No;No;No;No;Two Year;Yes;Bank Withdrawal;£71,25;£71,25;£0,00;£10,00;£17,60;£98,85
3258-SYSWS;1;Q3;No;0;72;None;Yes;£24,67;Yes;Yes;Fiber Optic;26;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Two Year;No;Bank Withdrawal;£113,80;£7.845,80;£0,00;£0,00;£1.776,24;£9.622,04
2107-FBPTK;1;Q3;No;0;30;None;Yes;£41,93;Yes;Yes;Fiber Optic;21;No;Yes;Yes;No;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£104,10;£3.121,10;£0,00;£0,00;£1.257,90;£4.379,00
2900-PHPLN;1;Q3;Yes;2;70;Offer A;Yes;£15,90;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;£19,55;£1.462,05;£0,00;£0,00;£1.113,00;£2.575,05
7826-VVKWT;1;Q3;Yes;9;24;None;Yes;£20,78;No;Yes;Fiber Optic;23;No;No;Yes;No;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£96,55;£2.263,45;£0,00;£0,00;£498,72;£2.762,17
4415-WNGVR;1;Q3;Yes;3;12;None;Yes;£37,15;No;Yes;DSL;13;Yes;No;Yes;Yes;Yes;Yes;Yes;No;One Year;Yes;Bank Withdrawal;£79,20;£943,85;£0,00;£20,00;£445,80;£1.409,65
1309-XGFSN;1;Q3;Yes;1;52;None;Yes;£7,04;Yes;Yes;DSL;22;No;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£80,85;£4.079,55;£0,00;£0,00;£366,08;£4.445,63
9481-IEBZY;1;Q3;Yes;6;72;Offer A;Yes;£30,30;Yes;Yes;Fiber Optic;14;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Two Year;Yes;Credit Card;£112,90;£8.061,50;£0,00;£20,00;£2.181,60;£10.263,10
9278-VZKCD;1;Q3;Yes;1;52;None;Yes;£4,11;Yes;Yes;Fiber Optic;17;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£109,10;£5.647,95;£0,00;£0,00;£213,72;£5.861,67
8720-RQSBJ;1;Q3;No;0;1;Offer E;Yes;£28,67;No;Yes;DSL;4;No;No;No;No;No;No;No;Yes;Two Year;No;Bank Withdrawal;£44,00;£44,00;£0,00;£0,00;£28,67;£72,67
3692-JHONH;1;Q3;Yes;9;52;None;Yes;£27,74;Yes;Yes;Fiber Optic;18;No;Yes;Yes;No;Yes;Yes;No;No;One Year;Yes;Bank Withdrawal;£106,50;£5.621,85;£0,00;£90,00;£1.442,48;£7.154,33
7130-CTCUS;1;Q3;Yes;5;16;None;Yes;£35,53;No;Yes;DSL;23;Yes;Yes;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£54,55;£825,10;£0,00;£0,00;£568,48;£1.393,58
3657-COGMW;1;Q3;No;0;52;None;Yes;£11,01;Yes;Yes;Fiber Optic;18;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Two Year;No;Credit Card;£108,10;£5.839,30;£0,00;£0,00;£572,52;£6.411,82
4334-HOWRP;1;Q3;Yes;1;72;Offer A;No;£0,00;No;Yes;DSL;7;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Two Year;Yes;Credit Card;£64,95;£4.546,00;£0,00;£30,00;£0,00;£4.576,00
6199-IWKGC;1;Q3;Yes;5;46;None;Yes;£21,46;Yes;Yes;Fiber Optic;15;No;No;No;Yes;Yes;Yes;No;Yes;One Year;No;Bank Withdrawal;£100,25;£4.753,85;£0,00;£0,00;£987,16;£5.741,01
2675-DHUTR;1;Q3;Yes;8;58;None;Yes;£31,11;Yes;Yes;Fiber Optic;4;No;Yes;No;No;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£98,90;£5.780,70;£0,00;£0,00;£1.804,38;£7.585,08
0916-QOFDP;1;Q3;Yes;5;14;None;Yes;£14,39;Yes;Yes;Fiber Optic;30;No;No;No;No;Yes;Yes;No;Yes;Two Year;Yes;Bank Withdrawal;£95,80;£1.346,30;£0,00;£0,00;£201,46;£1.547,76
8910-LEDAG;1;Q3;Yes;2;34;None;Yes;£12,98;No;Yes;Fiber Optic;8;No;No;No;No;No;No;No;Yes;Two Year;No;Credit Card;£71,55;£2.427,35;£0,00;£0,00;£441,32;£2.868,67
7278-CKDNC;1;Q3;No;0;24;None;Yes;£46,13;Yes;Yes;Fiber Optic;23;No;Yes;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£80,50;£2.088,45;£0,00;£0,00;£1.107,12;£3.195,57
7733-UDMTP;1;Q3;No;0;57;Offer B;No;£0,00;No;Yes;DSL;26;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£55,00;£3.094,05;£0,00;£0,00;£0,00;£3.094,05
5446-DKWYW;1;Q3;Yes;9;61;Offer B;Yes;£39,31;Yes;Yes;DSL;10;No;No;Yes;No;Yes;No;No;Yes;One Year;Yes;Bank Withdrawal;£65,20;£3.965,05;£0,00;£0,00;£2.397,91;£6.362,96
7044-YAACC;1;Q3;Yes;5;4;None;Yes;£6,03;No;Yes;Fiber Optic;8;No;No;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£70,20;£280,35;£30,75;£0,00;£24,12;£273,72
2186-QZEYA;1;Q3;No;0;29;Offer C;Yes;£8,88;Yes;Yes;DSL;22;Yes;Yes;No;No;No;No;No;Yes;Two Year;Yes;Bank Withdrawal;£58,55;£1.718,95;£33,10;£0,00;£257,52;£1.943,37
